invoice_month,account_id,subscription,service,resource_group,resource_id,region,usage_qty,unit_cost,cost
2025-09,acct-1999,sub-41,DB,rg-draw,res-c282d6eb,ukwest,157.4358,3.504,551.655
2025-08,acct-1372,sub-28,Networking,rg-right,res-6d86468c,indiawest,171.5682,3.857,661.7385
2025-07,acct-9069,sub-23,AI,rg-remember,res-5fdacc92,centralus,16.3361,4.3116,70.4347
2025-06,acct-2115,sub-27,Networking,rg-week,res-97dde414,ukwest,220.2233,2.325,512.0192
2025-09,acct-2981,sub-2,Compute,rg-hear,res-56870b70,indiawest,124.9434,4.5533,568.9048
2025-07,acct-5695,sub-45,Storage,rg-deep,res-f7ad5a60,centralus,421.1082,0.6333,266.6878
2025-05,acct-8395,sub-16,Storage,rg-poor,res-2378040f,westus,350.3711,2.5574,896.0391
2025-06,acct-3519,sub-38,AI,rg-discover,res-d1834a1e,eastus,301.5178,3.2274,973.1185
2025-06,acct-6155,sub-30,Compute,rg-and,res-c6e3b8ce,indiawest,338.1546,4.3547,1472.5618
2025-06,acct-3922,sub-32,DB,rg-loss,res-08792048,indiawest,142.3636,1.6658,237.1493
2025-08,acct-2381,sub-45,Networking,rg-assume,res-a6eb1ed6,centralus,326.7014,0.233,76.1214
2025-08,acct-4347,sub-13,Storage,rg-majority,res-d6e97317,centralus,1.021,1.2555,1.2819
2025-07,acct-1635,sub-46,Compute,rg-price,res-dab3317c,ukwest,404.7142,2.1565,872.7662
2025-07,acct-9838,sub-31,DB,rg-hour,res-75469983,eastus,69.3034,0.1129,7.8244
2025-09,acct-5809,sub-44,Networking,rg-follow,res-eabb6639,eastus,246.2745,1.6326,402.0677
2025-06,acct-9218,sub-37,Compute,rg-so,res-9d2ea79c,centralus,116.2465,4.5023,523.3766
2025-07,acct-5553,sub-1,Compute,rg-understand,res-036e9777,ukwest,43.5349,4.1757,181.7887
2025-07,acct-1764,sub-29,Storage,rg-process,res-eab058da,eastus,278.8172,2.8938,806.8412
2025-06,acct-9650,sub-31,Networking,rg-door,res-2d32dab4,eastus,404.413,3.7219,1505.1847
2025-07,acct-1748,sub-41,Compute,rg-lawyer,res-84df0404,westus,133.9237,4.1934,561.5956
2025-06,acct-2953,sub-13,Networking,rg-success,res-39ca79cd,ukwest,121.9721,3.0712,374.6007
2025-06,acct-1985,sub-50,Networking,rg-matter,res-d3af815b,westus,294.7157,4.5289,1334.7379
2025-08,acct-8710,sub-19,Networking,rg-street,res-ca9ec803,ukwest,82.5036,3.3689,277.9464
2025-06,acct-7745,sub-20,DB,rg-keep,res-30a6e669,ukwest,361.035,4.9696,1794.1995
2025-09,acct-2310,sub-6,Compute,rg-fire,res-06ae81d5,ukwest,324.1336,3.1079,1007.3748
2025-06,acct-9431,sub-8,AI,rg-camera,res-2b6861a3,ukwest,399.0385,1.1559,461.2486
2025-09,acct-4981,sub-6,Compute,rg-player,res-a08da585,centralus,432.7708,2.9033,1256.4635
2025-09,acct-2310,sub-13,DB,rg-here,res-2fce0fa0,indiawest,418.8585,3.4813,1458.1721
2025-08,acct-7521,sub-39,DB,rg-break,res-99fbe194,centralus,75.6531,0.7026,53.1539
2025-07,acct-8773,sub-14,DB,rg-partner,res-ebcedaa2,indiawest,70.4985,2.7031,190.5645
2025-06,acct-4884,sub-28,Networking,rg-imagine,res-c487673f,centralus,382.9156,0.4383,167.8319
2025-05,acct-2074,sub-23,DB,rg-quality,res-f3b6e5af,westus,414.4061,0.1056,43.7613
2025-06,acct-6368,sub-42,Networking,rg-another,res-6a502004,westus,186.418,4.5722,852.3404
2025-07,acct-8616,sub-5,AI,rg-system,res-927800a6,eastus,156.0698,2.7612,430.9399
2025-07,acct-7330,sub-50,Storage,rg-relate,res-d23c6354,indiawest,442.7856,3.4313,1519.3302
2025-08,acct-9084,sub-16,Networking,rg-at,res-75469983,eastus,160.6153,1.2542,201.4437
2025-07,acct-6517,sub-39,AI,rg-it,res-760eb27f,eastus,483.6244,0.3937,190.4029
2025-08,acct-8863,sub-49,Compute,rg-society,res-88e52065,westus,117.7752,3.5811,421.7648
2025-09,acct-8332,sub-20,Storage,rg-training,res-c487673f,indiawest,358.2589,4.8065,1721.9714
2025-08,acct-2265,sub-27,AI,rg-use,res-b098b9d6,westus,314.8225,1.7239,542.7225
2025-09,acct-3478,sub-45,DB,rg-tell,res-a6ed056b,centralus,343.1353,1.51,518.1343
2025-09,acct-5458,sub-27,Storage,rg-minute,res-4f337997,westus,61.3881,2.1323,130.8978
2025-06,acct-6125,sub-31,DB,rg-pay,res-0d2b1850,centralus,374.7027,0.1563,58.566
2025-05,acct-8709,sub-31,Compute,rg-create,res-0559466b,westus,88.7137,3.2688,289.9873
2025-09,acct-2496,sub-18,AI,rg-natural,res-bc85dd74,eastus,423.6879,4.0781,1727.8416
2025-07,acct-1480,sub-8,AI,rg-job,res-7cf82718,eastus,153.5726,1.101,169.0834
2025-07,acct-5202,sub-3,AI,rg-network,res-63190978,indiawest,129.3692,1.8761,242.7096
2025-09,acct-5989,sub-37,Storage,rg-official,res-5a44b5fa,ukwest,246.5787,2.7253,672.0009
2025-09,acct-1502,sub-20,AI,rg-on,res-445304f7,indiawest,95.2478,4.0229,383.1724
2025-07,acct-6956,sub-49,Compute,rg-current,res-5caaee88,indiawest,118.4732,2.2512,266.7069
2025-07,acct-4460,sub-9,Compute,rg-game,res-6acc0640,centralus,2.3802,2.2741,5.4128
2025-06,acct-5957,sub-12,Compute,rg-husband,res-1c23f6f4,indiawest,469.3608,3.6122,1695.4251
2025-08,acct-4309,sub-8,DB,rg-animal,res-c83cc3df,westus,155.0195,0.5554,86.0978
2025-06,acct-6536,sub-22,Networking,rg-possible,res-92d0dfa3,westus,89.6053,0.3431,30.7436
2025-08,acct-7040,sub-11,Networking,rg-nothing,res-244fe9c0,eastus,283.5848,0.7366,208.8886
2025-06,acct-5846,sub-31,AI,rg-paper,res-981ebef1,eastus,337.0042,4.5995,1550.0508
2025-08,acct-5520,sub-47,Networking,rg-guess,res-a9da2cb2,westus,381.4016,1.5099,575.8783
2025-06,acct-9969,sub-43,Compute,rg-miss,res-b1d83d19,centralus,152.5977,1.4188,216.5056
2025-08,acct-7796,sub-10,DB,rg-choice,res-8e5781d6,centralus,63.4863,2.2337,141.8093
2025-06,acct-7640,sub-24,Storage,rg-animal,res-ba412411,centralus,85.5247,4.7643,407.4653
2025-05,acct-5572,sub-28,AI,rg-author,res-9678e1c7,ukwest,36.0056,4.3599,156.9808
2025-08,acct-5286,sub-45,Networking,rg-probably,res-2cce2ab7,ukwest,224.1476,4.0081,898.406
2025-06,acct-7188,sub-15,Networking,rg-employee,res-5a69e6f0,eastus,352.0976,4.0238,1416.7703
2025-06,acct-3328,sub-8,DB,rg-citizen,res-0864f9fb,westus,251.3343,1.3498,339.251
2025-08,acct-6334,sub-22,Networking,rg-find,res-37670461,eastus,498.4663,1.0368,516.8099
2025-09,acct-9530,sub-6,Storage,rg-need,res-dc5482a6,ukwest,194.325,4.8643,945.2551
2025-09,acct-8551,sub-44,AI,rg-west,res-549356d6,westus,149.5896,0.5915,88.4822
2025-07,acct-9535,sub-30,Networking,rg-young,res-1a9e456f,centralus,291.34,2.6201,763.3399
2025-06,acct-5687,sub-15,Networking,rg-near,res-ba6af9d3,centralus,96.1638,0.9881,95.0195
2025-09,acct-8518,sub-8,Storage,rg-measure,res-11e40ac7,westus,61.4882,4.4654,274.5694
2025-06,acct-3640,sub-31,DB,rg-keep,res-0eea524d,eastus,141.0352,0.4601,64.8903
2025-06,acct-8783,sub-41,DB,rg-brother,res-cb8567ce,westus,79.9341,2.2734,181.7222
2025-07,acct-5171,sub-10,Networking,rg-whether,res-db8d9d1a,eastus,374.5106,1.4396,539.1455
2025-06,acct-7710,sub-15,Compute,rg-these,res-c8b20796,ukwest,185.9339,2.3195,431.2737
2025-07,acct-5686,sub-1,Compute,rg-growth,res-525e1b0b,centralus,169.381,3.9059,661.5852
2025-06,acct-7700,sub-8,AI,rg-million,res-63940788,centralus,202.9422,2.9508,598.8418
2025-08,acct-6882,sub-16,Storage,rg-break,res-56c31594,eastus,237.7328,0.7215,171.5242
2025-06,acct-6891,sub-47,AI,rg-him,res-e394d79e,ukwest,462.0171,3.6832,1701.7014
2025-06,acct-5990,sub-31,AI,rg-firm,res-1d6ac68e,indiawest,420.7853,0.8667,364.6946
2025-06,acct-4313,sub-27,DB,rg-life,res-c9002b02,ukwest,127.3972,0.5261,67.0237
2025-06,acct-8224,sub-35,DB,rg-live,res-bc90cda9,westus,178.1082,1.6586,295.4103
2025-09,acct-9800,sub-23,Compute,rg-her,res-c8b20796,eastus,332.0175,3.8582,1280.9899
2025-09,acct-9628,sub-40,DB,rg-the,res-e559876b,westus,168.5311,4.9718,837.9029
2025-09,acct-2561,sub-24,Storage,rg-wish,res-c3051511,centralus,51.022,1.6756,85.4925
2025-05,acct-6693,sub-41,AI,rg-behind,res-63940788,eastus,197.1163,0.4408,86.8889
2025-08,acct-3601,sub-18,Compute,rg-full,res-5a5cae5c,westus,420.2671,3.3188,1394.7825
2025-05,acct-4222,sub-20,DB,rg-character,res-f8db96a7,indiawest,449.8948,1.2202,548.9616
2025-06,acct-1799,sub-17,Networking,rg-hotel,res-a1546628,westus,178.2202,1.8181,324.0221
2025-05,acct-5339,sub-23,Compute,rg-year,res-da155474,westus,435.3038,1.1369,494.8969
2025-08,acct-8283,sub-29,Storage,rg-partner,res-0559466b,centralus,153.9455,2.1693,333.954
2025-08,acct-7085,sub-5,AI,rg-strategy,res-997f9274,westus,318.3907,4.4061,1402.8613
2025-05,acct-7803,sub-5,DB,rg-consumer,res-2183e78a,westus,101.7995,2.6971,274.5634
2025-08,acct-5272,sub-29,DB,rg-itself,res-52ea5fb1,westus,316.5117,1.9639,621.5973
2025-09,acct-4447,sub-42,AI,rg-see,res-0a38c40f,eastus,380.1565,1.0509,399.5065
2025-06,acct-1881,sub-7,Storage,rg-fast,res-5a33544b,ukwest,363.4348,4.6536,1691.2802
2025-06,acct-1664,sub-24,Networking,rg-list,res-08dae976,eastus,369.9539,1.5524,574.3164
2025-05,acct-5749,sub-28,DB,rg-dinner,res-5caaee88,indiawest,417.4726,4.6121,1925.4254
2025-05,acct-3296,sub-43,Networking,rg-inside,res-4910c819,eastus,234.0494,3.4342,803.7724
2025-09,acct-7564,sub-31,Compute,rg-arrive,res-2d32dab4,westus,177.0677,1.3508,239.183
2025-07,acct-4556,sub-8,Compute,rg-much,res-e5a7d0a8,indiawest,497.4642,2.0624,1025.9702
2025-09,acct-8419,sub-30,Storage,rg-both,res-f989657a,ukwest,105.3027,1.1264,118.613
2025-08,acct-7357,sub-12,Networking,rg-sing,res-31b54d01,eastus,312.1477,0.2567,80.1283
2025-06,acct-9987,sub-42,Compute,rg-bring,res-549356d6,centralus,455.4446,2.2424,1021.289
2025-08,acct-1109,sub-37,Compute,rg-unit,res-1ffd928e,ukwest,203.3795,4.9844,1013.7248
2025-09,acct-2250,sub-10,Storage,rg-free,res-500663ee,ukwest,274.1408,3.1751,870.4245
2025-05,acct-3190,sub-17,Compute,rg-again,res-c12da015,indiawest,76.3756,4.0278,307.6256
2025-09,acct-8559,sub-12,Compute,rg-produce,res-d1b0d669,ukwest,470.6952,4.9568,2333.142
2025-09,acct-6046,sub-11,Networking,rg-market,res-5def61c8,indiawest,106.4715,1.4889,158.5254
2025-08,acct-3846,sub-28,Storage,rg-trouble,res-b5b7539e,westus,87.8635,0.3505,30.7962
2025-08,acct-2049,sub-3,AI,rg-prepare,res-9681feaa,indiawest,278.2955,0.4201,116.9119
2025-08,acct-1103,sub-46,AI,rg-become,res-822fe7a8,westus,179.4625,3.1625,567.5502
2025-06,acct-9966,sub-16,Networking,rg-class,res-a4b4ca98,westus,265.8169,4.464,1186.6066
2025-09,acct-2124,sub-30,AI,rg-likely,res-c09ffb02,indiawest,371.5474,2.8354,1053.4855
2025-09,acct-6355,sub-21,Networking,rg-recent,res-30a6e669,centralus,452.972,3.5691,1616.7024
2025-05,acct-7304,sub-10,DB,rg-join,res-c83cc3df,indiawest,208.4694,2.685,559.7403
2025-07,acct-1002,sub-13,Networking,rg-wife,res-533b67ae,indiawest,458.9492,2.5494,1170.0451
2025-09,acct-5061,sub-49,Storage,rg-economic,res-409d925a,ukwest,396.6115,0.9367,371.506
2025-06,acct-8085,sub-38,Compute,rg-water,res-83867f23,ukwest,81.0276,3.064,248.2686
2025-05,acct-1801,sub-31,AI,rg-star,res-dd5aba00,westus,82.4478,3.1839,262.5056
2025-06,acct-1807,sub-21,Storage,rg-hope,res-4857294a,indiawest,307.4359,2.998,921.6928
2025-09,acct-1123,sub-43,Networking,rg-paper,res-9560782c,centralus,475.8477,3.0775,1464.4213
2025-07,acct-5255,sub-50,Storage,rg-final,res-c9ba79d1,eastus,304.707,2.2663,690.5575
2025-09,acct-7195,sub-1,Storage,rg-money,res-ca001e2d,ukwest,213.8219,0.1166,24.9316
2025-08,acct-3157,sub-16,DB,rg-service,res-03263477,ukwest,137.194,4.8112,660.0678
2025-08,acct-8819,sub-48,AI,rg-spring,res-11e40ac7,eastus,41.4074,4.6408,192.1635
2025-07,acct-4529,sub-38,AI,rg-easy,res-527b3720,centralus,120.5609,0.5492,66.212
2025-08,acct-5183,sub-37,AI,rg-discover,res-d39c7abe,eastus,209.9485,3.8533,808.9946
2025-08,acct-9950,sub-45,Storage,rg-senior,res-50a48dd1,centralus,256.8511,3.8104,978.7054
2025-09,acct-5223,sub-27,AI,rg-raise,res-b1d83d19,westus,172.405,1.1873,204.6965
2025-08,acct-8023,sub-50,DB,rg-production,res-5fe7d3e8,eastus,142.5079,1.8158,258.7658
2025-06,acct-4319,sub-29,Compute,rg-soldier,res-52ea5fb1,indiawest,116.3851,3.4765,404.6128
2025-08,acct-8059,sub-48,Networking,rg-listen,res-3e5cd9a1,ukwest,494.761,3.544,1753.433
2025-05,acct-8319,sub-40,Compute,rg-politics,res-88e4ccfc,indiawest,221.3362,2.9457,651.99
2025-05,acct-2087,sub-10,Networking,rg-central,res-549356d6,indiawest,168.5695,3.392,571.7877
2025-09,acct-4261,sub-28,Networking,rg-human,res-6edb641d,westus,267.3557,3.8309,1024.213
2025-05,acct-7237,sub-11,Networking,rg-arrive,res-be15de7f,ukwest,364.2864,3.5127,1279.6288
2025-06,acct-5896,sub-9,AI,rg-knowledge,res-2378040f,ukwest,312.2266,2.6887,839.4837
2025-08,acct-6552,sub-41,DB,rg-low,res-0a245b83,ukwest,155.6834,2.447,380.9573
2025-09,acct-2225,sub-27,AI,rg-happy,res-d74b90bd,indiawest,69.1931,4.1916,290.0298
2025-06,acct-3145,sub-35,AI,rg-age,res-dcc252dc,westus,449.2516,0.0609,27.3594
2025-06,acct-3061,sub-37,DB,rg-life,res-c4260cb4,eastus,333.1493,0.0196,6.5297
2025-09,acct-4378,sub-40,Compute,rg-best,res-c1750a39,indiawest,304.3048,1.9436,591.4468
2025-06,acct-9186,sub-49,Networking,rg-instead,res-c372a952,eastus,74.4917,4.3899,327.0111
2025-05,acct-5382,sub-15,AI,rg-above,res-c7547c7e,indiawest,440.8164,1.5174,668.8948
2025-06,acct-9766,sub-38,AI,rg-Democrat,res-b6240135,centralus,259.0973,3.6293,940.3418
2025-08,acct-8471,sub-24,Networking,rg-begin,res-bc90cda9,ukwest,476.8027,2.4667,1176.1292
2025-08,acct-6447,sub-6,DB,rg-than,res-3153d735,westus,81.96,0.2159,17.6952
2025-06,acct-7475,sub-32,Storage,rg-lot,res-d6a0780a,centralus,148.7393,0.4668,69.4315
2025-08,acct-8102,sub-15,DB,rg-avoid,res-08dae976,westus,161.8907,2.3357,378.1281
2025-05,acct-5252,sub-15,Storage,rg-loss,res-966e4b57,eastus,337.1828,4.3547,1468.3299
2025-07,acct-1711,sub-21,Networking,rg-teacher,res-157ddf3e,eastus,140.2289,1.1643,163.2685
2025-05,acct-6726,sub-10,AI,rg-follow,res-0d2b1850,westus,499.2649,4.007,2000.5545
2025-06,acct-3044,sub-44,Storage,rg-quality,res-47675ca7,centralus,24.2279,3.7784,91.5427
2025-08,acct-1990,sub-11,Compute,rg-but,res-cd12c4f4,centralus,46.5575,0.4224,19.6659
2025-07,acct-1663,sub-25,Networking,rg-whose,res-f7d4f7ba,westus,260.7267,1.4277,372.2395
2025-09,acct-4669,sub-22,Compute,rg-head,res-0c0dbf23,centralus,264.8854,3.8717,1025.5568
2025-07,acct-3685,sub-23,Storage,rg-too,res-bc85dd74,eastus,392.6356,0.2111,82.8854
2025-06,acct-3070,sub-39,AI,rg-receive,res-30258a33,indiawest,374.8565,3.8627,1447.9582
2025-06,acct-1060,sub-30,DB,rg-method,res-cff4e9a2,westus,66.7414,3.3477,223.4302
2025-08,acct-2594,sub-18,Storage,rg-market,res-9d2ea79c,indiawest,369.773,4.6891,1733.9026
2025-08,acct-1727,sub-3,Storage,rg-really,res-0c0dbf23,eastus,51.1945,4.2124,215.6517
2025-08,acct-2734,sub-17,Compute,rg-difference,res-6a560cb9,eastus,331.7438,1.6715,554.5098
2025-05,acct-9741,sub-2,Networking,rg-would,res-f3e99a75,centralus,71.8627,1.7077,122.7199
2025-08,acct-3964,sub-18,DB,rg-real,res-1a9e456f,ukwest,3.2943,4.0936,13.4855
2025-08,acct-2563,sub-46,Networking,rg-wall,res-df354cf8,centralus,194.2854,0.0149,2.8949
2025-08,acct-5365,sub-20,Compute,rg-standard,res-d36a0426,westus,499.0326,0.7615,380.0133
2025-09,acct-3555,sub-30,DB,rg-idea,res-027aafe8,westus,19.8609,3.9914,79.2728
2025-08,acct-2768,sub-14,DB,rg-cultural,res-84df0404,westus,340.3908,2.1269,723.9772
2025-09,acct-4068,sub-50,Networking,rg-part,res-2c3e335f,indiawest,490.6407,4.0228,1973.7494
2025-06,acct-7315,sub-50,Storage,rg-level,res-efa93a1b,ukwest,451.8482,3.1698,1432.2684
2025-08,acct-5495,sub-28,Compute,rg-front,res-634c9dcf,indiawest,195.5627,2.2413,438.3147
2025-07,acct-3419,sub-22,Storage,rg-see,res-79b7a29d,eastus,173.0264,1.2447,215.366
2025-09,acct-2944,sub-40,AI,rg-exactly,res-9bbacbe7,westus,486.6501,2.1978,1069.5596
2025-07,acct-9203,sub-25,DB,rg-perform,res-89c22e7f,indiawest,58.8192,0.04,2.3528
2025-06,acct-7475,sub-43,DB,rg-assume,res-8d07f644,westus,118.106,2.412,284.8717
2025-08,acct-4306,sub-22,Networking,rg-near,res-140604f3,ukwest,70.1537,4.9967,350.537
2025-07,acct-4503,sub-3,Storage,rg-stand,res-84df0404,eastus,101.3506,3.8905,394.3045
2025-06,acct-5428,sub-8,Compute,rg-between,res-e712cc4c,ukwest,55.9006,2.7721,154.9621
2025-08,acct-8314,sub-27,AI,rg-throw,res-72254aa6,indiawest,241.9052,3.8284,926.1099
2025-07,acct-7477,sub-6,Networking,rg-able,res-549356d6,ukwest,254.9306,2.237,570.2798
2025-06,acct-2058,sub-32,Compute,rg-material,res-97b22b0e,eastus,166.3369,3.4811,579.0354
2025-07,acct-3448,sub-11,DB,rg-product,res-b3376c8f,westus,154.5468,3.3692,520.6991
2025-06,acct-6952,sub-30,DB,rg-pull,res-c6e3b8ce,eastus,214.0138,2.7903,597.1627
2025-06,acct-5840,sub-23,AI,rg-single,res-cd12c4f4,westus,294.3697,0.8164,240.3234
2025-09,acct-8468,sub-49,DB,rg-through,res-0898981d,westus,311.9412,1.1046,344.5702
2025-06,acct-8620,sub-12,Networking,rg-father,res-006b2e64,westus,128.081,2.3734,303.9874
2025-08,acct-4772,sub-50,DB,rg-participant,res-75eb51e4,eastus,60.4984,1.9673,119.0185
2025-07,acct-7768,sub-37,AI,rg-plan,res-533b67ae,westus,230.6396,2.1726,501.0876
2025-09,acct-6793,sub-2,Networking,rg-establish,res-0c0dbf23,westus,183.3308,0.0933,17.1048
2025-07,acct-9969,sub-30,Networking,rg-national,res-da6ea162,centralus,150.4094,0.1188,17.8686
2025-06,acct-4535,sub-7,Compute,rg-ability,res-036e9777,westus,394.4354,0.3458,136.3958
2025-06,acct-3241,sub-22,Networking,rg-guess,res-3e1a9a3e,indiawest,103.6796,3.4742,360.2037
2025-05,acct-3269,sub-27,Compute,rg-serve,res-5caaee88,ukwest,291.8155,0.9015,263.0717
2025-09,acct-8989,sub-34,Storage,rg-continue,res-d5472bfc,centralus,32.2455,4.8749,157.1936
2025-07,acct-3641,sub-10,DB,rg-job,res-b1d83d19,ukwest,100.5556,3.2355,325.3476
2025-09,acct-4465,sub-20,Storage,rg-notice,res-189ca6f3,westus,474.3418,0.8557,405.8943
2025-07,acct-9108,sub-14,Compute,rg-base,res-dcc252dc,ukwest,480.9529,4.4046,2118.4051
2025-07,acct-3984,sub-36,Storage,rg-far,res-c71a2a2f,indiawest,70.2407,3.7921,266.3598
2025-07,acct-5314,sub-11,Storage,rg-until,res-11e40ac7,ukwest,133.6677,2.4895,332.7657
2025-06,acct-1187,sub-10,Networking,rg-keep,res-4d6381e2,indiawest,90.9454,0.0218,1.9826
2025-05,acct-8948,sub-43,Storage,rg-my,res-01c8587c,ukwest,163.7173,1.6494,270.0353
2025-07,acct-8608,sub-23,DB,rg-government,res-0d153dc5,westus,425.3704,2.7657,1176.4469
2025-09,acct-7344,sub-36,Compute,rg-practice,res-77ecadad,westus,103.4198,4.5324,468.7399
2025-06,acct-9401,sub-46,Networking,rg-herself,res-9fb43dc8,centralus,465.3536,3.6398,1693.794
2025-07,acct-4236,sub-34,Compute,rg-board,res-06ae81d5,indiawest,131.8948,1.7425,229.8267
2025-07,acct-2432,sub-9,Networking,rg-late,res-ed6eb03c,indiawest,194.858,1.0855,211.5184
2025-09,acct-9316,sub-32,Storage,rg-or,res-a1546628,ukwest,351.6093,4.7125,1656.9588
2025-07,acct-3603,sub-42,Networking,rg-short,res-a50b8764,ukwest,267.2554,2.0766,554.9826
2025-07,acct-5256,sub-34,Compute,rg-beautiful,res-52365b97,centralus,465.7853,1.2494,581.9522
2025-08,acct-6635,sub-9,Storage,rg-collection,res-0d2b1850,centralus,260.7752,1.6257,423.9422
2025-06,acct-2281,sub-38,Storage,rg-professor,res-6af4edfb,ukwest,81.907,4.3494,356.2463
2025-09,acct-5296,sub-16,Compute,rg-seek,res-0bce5717,indiawest,82.9583,4.1005,340.1705
2025-09,acct-5517,sub-14,AI,rg-eye,res-d01d8e21,indiawest,307.384,4.6133,1418.0546
2025-08,acct-1496,sub-48,DB,rg-media,res-500663ee,centralus,380.3639,1.338,508.9269
2025-06,acct-7331,sub-35,DB,rg-forward,res-7cf82718,indiawest,399.9472,4.5661,1826.1989
2025-07,acct-5660,sub-6,DB,rg-church,res-7616123e,ukwest,178.7118,0.6161,110.1043
2025-07,acct-5720,sub-23,Compute,rg-common,res-7c646896,westus,351.4866,2.6765,940.7539
2025-09,acct-8294,sub-48,Compute,rg-game,res-8bdf405b,indiawest,51.9923,1.6999,88.3817
2025-07,acct-5998,sub-41,Storage,rg-owner,res-0559466b,eastus,310.3368,2.9253,907.8282
2025-07,acct-8564,sub-10,AI,rg-phone,res-b098b9d6,westus,372.0278,4.6641,1735.1749
2025-09,acct-7025,sub-21,Compute,rg-cost,res-7283d64d,centralus,443.1046,2.3951,1061.2798
2025-06,acct-4065,sub-24,AI,rg-health,res-e0ca4a64,westus,202.0945,4.2391,856.6988
2025-08,acct-7766,sub-48,AI,rg-rather,res-08bc5eb9,eastus,206.7472,4.3194,893.0239
2025-07,acct-2489,sub-15,AI,rg-easy,res-37aa8412,centralus,295.3182,0.02,5.9064
2025-08,acct-7456,sub-49,DB,rg-may,res-0398b59f,centralus,243.8917,2.6138,637.4841
2025-07,acct-6841,sub-28,Compute,rg-kitchen,res-84335ee3,centralus,291.0992,3.8398,1117.7627
2025-06,acct-3294,sub-49,Networking,rg-include,res-e4d452c2,indiawest,346.7447,1.8076,626.7757
2025-08,acct-4062,sub-7,Networking,rg-course,res-bef38655,ukwest,52.0393,3.5428,184.3648
2025-06,acct-4069,sub-47,Storage,rg-owner,res-e49fa8b5,westus,341.0316,2.2944,782.4629
2025-08,acct-4053,sub-22,AI,rg-data,res-f340f50c,westus,393.6997,2.3811,937.4384
2025-07,acct-4111,sub-28,Storage,rg-public,res-6cd6c7dd,indiawest,189.6279,2.9687,562.9483
2025-06,acct-7057,sub-18,Storage,rg-organization,res-37aa8412,ukwest,428.4695,4.384,1878.4103
2025-05,acct-8075,sub-2,Compute,rg-key,res-446ff979,indiawest,202.5382,2.0979,424.9049
2025-09,acct-4365,sub-46,Storage,rg-anyone,res-2a8eeafc,eastus,274.1683,0.5932,162.6366
2025-09,acct-6820,sub-50,Storage,rg-oil,res-afb7fc3c,centralus,67.9847,1.1628,79.0526
2025-09,acct-5521,sub-34,Networking,rg-could,res-55fb5ced,indiawest,121.2685,0.4914,59.5913
2025-07,acct-3461,sub-47,AI,rg-country,res-869799e4,ukwest,288.5115,2.808,810.1403
